vehicle_id,fuel_type,fuel_consumed,distance_travelled,mileage,average_mileage,deviation,current_mileage,threshold,mileage_drop,fuel_spam_detection_label
VH108597,CNG,20.99,113.66,5.41,7.35,-5.03,2.32,5.88,Yes,1
VH109090,Petrol,76.61,216.01,2.82,5.25,-3.49,1.76,4.2,Yes,1
VH109186,Diesel,37.8,67.54,1.79,2.17,-3.07,-0.9,1.74,Yes,1
VH104213,Petrol,33.38,264.53,7.92,7.86,-5.25,2.61,6.29,Yes,1
VH100439,CNG,67.82,42.46,0.63,4.18,-2.8,1.38,3.34,Yes,1
VH107202,Diesel,12.18,143.45,11.78,13.16,-2.81,10.35,10.53,Yes,1
VH101547,CNG,41.22,73.53,1.78,1.62,-4.55,-2.93,1.3,Yes,1
VH100830,Petrol,79.71,736.15,9.24,10.88,-3.5,7.38,8.7,Yes,1
VH107652,Petrol,24.24,526.43,21.72,20.5,-2.48,18.02,16.4,No,0
VH101495,Petrol,12.19,444.01,36.42,39.31,-3.83,35.48,31.45,No,0
VH103315,CNG,25.3,800.67,31.65,30.86,2.24,33.1,24.69,No,0
VH109834,Petrol,56.72,706.89,12.46,14.28,-1.74,12.54,11.42,No,0
VH107228,CNG,44.92,535.07,11.91,14.24,-3.8,10.44,11.39,Yes,1
VH105235,Petrol,47.29,34.02,0.72,3.06,-6.06,-3.0,2.45,Yes,1
VH102461,Diesel,30.65,245.39,8.01,9.81,-3.6,6.21,7.85,Yes,1
VH107424,Petrol,54.96,40.53,0.74,2.77,-4.27,-1.5,2.22,Yes,1
VH105534,CNG,48.55,435.2,8.96,11.61,0.59,12.2,9.29,No,0
VH101127,Diesel,25.41,392.95,15.46,17.78,-5.73,12.05,14.22,Yes,1
VH108687,CNG,78.74,485.61,6.17,5.72,-3.29,2.43,4.58,Yes,1
VH101575,CNG,57.13,982.13,17.19,18.7,-4.95,13.75,14.96,Yes,1
VH109056,Petrol,40.37,552.0,13.67,17.69,-5.57,12.12,14.15,Yes,1
VH105362,Petrol,76.7,337.25,4.4,4.82,-1.17,3.65,3.86,Yes,1
VH108126,Diesel,15.38,109.91,7.15,9.23,-3.95,5.28,7.38,Yes,1
VH100710,CNG,15.16,96.54,6.37,10.4,-8.02,2.38,8.32,Yes,1
VH106803,CNG,79.47,889.07,11.19,15.59,-8.5,7.09,12.47,Yes,1
VH102074,CNG,41.29,578.84,14.02,13.35,0.03,13.38,10.68,No,0
VH103866,Diesel,34.6,250.8,7.25,6.8,2.29,9.09,5.44,No,0
VH104657,Diesel,17.25,865.77,50.19,47.11,0.58,47.69,37.69,No,0
VH103878,Diesel,31.14,311.58,10.01,8.41,-6.23,2.18,6.73,Yes,1
VH107846,CNG,75.57,852.42,11.28,12.63,0.92,13.55,10.1,No,0
VH103157,CNG,32.03,32.86,1.03,2.36,-5.55,-3.19,1.89,Yes,1
VH102060,Petrol,75.58,239.73,3.17,-0.46,0.49,0.03,-0.37,No,0
VH106116,Petrol,74.4,434.45,5.84,5.5,-4.88,0.62,4.4,Yes,1
VH104107,Diesel,65.28,48.33,0.74,0.73,-3.19,-2.46,0.58,Yes,1
VH108875,CNG,7.2,577.28,80.18,77.03,5.19,82.22,61.62,No,0
VH107354,Petrol,43.9,744.82,16.97,13.84,-1.03,12.81,11.07,No,0
VH101777,CNG,37.37,910.12,24.35,22.37,-2.15,20.22,17.9,No,0
VH105354,Petrol,35.97,931.36,25.89,29.56,-9.37,20.19,23.65,Yes,1
VH100504,CNG,26.2,669.55,25.56,25.91,-4.03,21.88,20.73,No,0
VH105597,Diesel,49.55,504.94,10.19,7.67,-1.55,6.12,6.14,Yes,1
VH109207,CNG,69.44,569.2,8.2,8.96,-2.4,6.56,7.17,Yes,1
VH101631,CNG,12.8,614.0,47.97,48.23,0.83,49.06,38.58,No,0
VH106758,Petrol,72.96,81.99,1.12,0.34,2.41,2.75,0.27,No,0
VH103267,CNG,30.48,523.97,17.19,13.17,7.88,21.05,10.54,No,0
VH104314,Petrol,45.31,393.91,8.69,10.98,-6.74,4.24,8.78,Yes,1
VH102133,Petrol,14.65,258.59,17.65,20.47,3.21,23.68,16.38,No,0
VH101071,Diesel,25.8,580.46,22.5,23.09,-0.78,22.31,18.47,No,0
VH108340,CNG,66.96,73.86,1.1,2.39,-1.08,1.31,1.91,Yes,1
VH102939,Petrol,39.08,881.45,22.56,19.71,2.69,22.4,15.77,No,0
VH102326,Diesel,18.74,558.92,29.82,26.89,8.19,35.08,21.51,No,0
VH103713,Diesel,35.27,814.89,23.1,21.3,1.23,22.53,17.04,No,0
VH105846,Diesel,47.82,814.91,17.04,17.54,-5.74,11.8,14.03,Yes,1
VH106099,CNG,79.17,645.12,8.15,5.69,2.59,8.28,4.55,No,0
VH108199,CNG,16.5,99.56,6.03,5.0,-5.65,-0.65,4.0,Yes,1
VH102402,CNG,46.65,84.46,1.81,4.41,-2.4,2.01,3.53,Yes,1
VH105985,CNG,18.68,96.94,5.19,4.65,-1.04,3.61,3.72,Yes,1
VH105393,Petrol,44.54,864.77,19.42,20.18,-1.24,18.94,16.14,No,0
VH105418,Petrol,34.62,893.28,25.8,27.7,0.21,27.91,22.16,No,0
VH100911,Petrol,74.27,760.6,10.24,10.95,-6.04,4.91,8.76,Yes,1
VH107323,Petrol,47.81,643.72,13.46,12.69,-3.13,9.56,10.15,Yes,1
VH100019,CNG,68.92,694.63,10.08,14.02,-9.84,4.18,11.22,Yes,1
VH101003,Petrol,49.82,48.71,0.98,-1.46,7.36,5.9,-1.17,No,0
VH107125,Petrol,74.01,99.89,1.35,4.43,-2.49,1.94,3.54,Yes,1
VH107031,Petrol,28.42,599.86,21.11,20.93,-4.75,16.18,16.74,Yes,1
VH103092,CNG,47.7,145.25,3.05,6.15,-1.64,4.51,4.92,Yes,1
VH105658,Petrol,36.8,263.74,7.17,7.47,-5.17,2.3,5.98,Yes,1
VH106445,Diesel,66.87,314.44,4.7,4.97,-3.95,1.02,3.98,Yes,1
VH101377,Petrol,66.55,492.05,7.39,7.55,-2.59,4.96,6.04,Yes,1
VH109279,CNG,46.38,380.19,8.2,10.65,-3.29,7.36,8.52,Yes,1
VH109779,Diesel,69.0,547.47,7.93,9.34,2.1,11.44,7.47,No,0
VH100485,Diesel,79.01,818.77,10.36,10.24,8.24,18.48,8.19,No,0
VH101082,Petrol,31.43,258.58,8.23,5.39,2.74,8.13,4.31,No,0
VH105218,CNG,44.27,789.17,17.83,19.41,-2.8,16.61,15.53,No,0
VH105917,Diesel,40.62,725.33,17.86,18.68,-3.25,15.43,14.94,No,0
VH100084,CNG,17.21,260.04,15.11,17.15,-6.45,10.7,13.72,Yes,1
VH107337,CNG,41.04,175.21,4.27,4.16,-5.85,-1.69,3.33,Yes,1
VH107294,Diesel,22.0,133.01,6.05,5.47,-3.12,2.35,4.38,Yes,1
VH104092,Petrol,40.05,155.19,3.87,2.23,-3.23,-1.0,1.78,Yes,1
VH109479,Petrol,18.6,411.12,22.1,22.99,-1.6,21.39,18.39,No,0
VH107466,Diesel,18.98,773.34,40.74,40.85,1.07,41.92,32.68,No,0
VH106199,Diesel,75.41,105.07,1.39,4.26,-7.15,-2.89,3.41,Yes,1
VH103548,Petrol,32.27,858.36,26.6,24.44,-1.48,22.96,19.55,No,0
VH106692,Diesel,62.23,298.92,4.8,6.97,-5.73,1.24,5.58,Yes,1
VH105469,CNG,42.87,152.92,3.57,-1.11,4.6,3.49,-0.89,No,0
VH106499,Petrol,79.95,906.8,11.34,8.49,4.55,13.04,6.79,No,0
VH101852,Diesel,72.86,704.84,9.67,11.07,-3.0,8.07,8.86,Yes,1
VH107207,CNG,47.34,293.01,6.19,7.45,-7.16,0.29,5.96,Yes,1
VH103844,Diesel,3.49,654.0,187.39,183.83,4.98,188.81,147.06,No,0
VH107865,Petrol,62.76,555.97,8.86,10.46,-0.26,10.2,8.37,No,0
VH100026,Diesel,22.19,318.12,14.34,18.08,-3.56,14.52,14.46,No,0
VH100165,Petrol,78.8,175.79,2.23,2.26,-3.1,-0.84,1.81,Yes,1
VH102574,Petrol,2.65,469.95,177.34,175.94,-0.8,175.14,140.75,No,0
VH103997,Diesel,78.26,274.19,3.5,5.9,1.36,7.26,4.72,No,0
VH107945,CNG,26.18,863.57,32.99,28.29,4.57,32.86,22.63,No,0
VH100654,Diesel,11.84,734.52,62.04,59.57,7.12,66.69,47.66,No,0
VH102819,Diesel,46.21,245.27,5.31,11.18,-2.52,8.66,8.94,Yes,1
VH101799,Petrol,43.09,904.11,20.98,23.69,-4.8,18.89,18.95,Yes,1
VH100904,CNG,9.73,211.91,21.78,24.08,-0.91,23.17,19.26,No,0
VH102385,Diesel,27.38,776.47,28.36,29.65,-6.34,23.31,23.72,Yes,1
VH107521,Petrol,67.69,125.35,1.85,1.52,-1.66,-0.14,1.22,Yes,1
VH106135,Diesel,14.65,192.57,13.14,10.58,1.31,11.89,8.46,No,0
VH108146,Diesel,75.66,237.34,3.14,4.42,-1.72,2.7,3.54,Yes,1
VH105016,Petrol,2.54,746.98,294.09,296.31,-2.01,294.3,237.05,No,0
VH100910,CNG,33.69,934.35,27.73,28.75,-3.52,25.23,23.0,No,0
VH106345,Petrol,76.23,647.05,8.49,6.88,1.67,8.55,5.5,No,0
VH108109,CNG,15.54,371.91,23.93,24.36,-2.13,22.23,19.49,No,0
VH103094,Petrol,43.52,556.1,12.78,12.3,-3.12,9.18,9.84,Yes,1
VH102332,Diesel,75.49,186.6,2.47,-0.28,4.98,4.7,-0.22,No,0
VH104177,CNG,64.24,72.26,1.12,1.06,-3.02,-1.96,0.85,Yes,1
VH109628,Petrol,53.16,938.65,17.66,18.51,5.03,23.54,14.81,No,0
VH108196,Diesel,79.69,365.55,4.59,5.42,-2.9,2.52,4.34,Yes,1
VH107013,Petrol,68.11,56.74,0.83,-0.63,0.09,-0.54,-0.5,Yes,1
VH108055,CNG,47.77,371.26,7.77,10.0,1.98,11.98,8.0,No,0
VH102892,Diesel,64.53,942.46,14.6,13.8,3.14,16.94,11.04,No,0
VH102863,CNG,50.93,169.02,3.32,3.46,-2.28,1.18,2.77,Yes,1
VH101611,Diesel,61.6,535.38,8.69,7.6,5.44,13.04,6.08,No,0
VH105010,Petrol,71.11,426.19,5.99,8.05,-2.88,5.17,6.44,Yes,1
VH105891,Petrol,9.17,678.23,73.96,73.67,4.97,78.64,58.94,No,0
VH100121,Petrol,74.12,54.96,0.74,0.88,-1.03,-0.15,0.7,Yes,1
VH106629,Diesel,34.63,914.31,26.4,29.97,-6.66,23.31,23.98,Yes,1
VH103481,CNG,21.34,990.88,46.43,43.06,3.56,46.62,34.45,No,0
VH101835,Diesel,14.21,148.56,10.45,10.4,-3.9,6.5,8.32,Yes,1
VH100276,Petrol,14.96,418.94,28.0,30.61,-0.59,30.02,24.49,No,0
VH109848,Petrol,48.32,23.18,0.48,1.94,-2.44,-0.5,1.55,Yes,1
VH109572,Diesel,43.52,409.78,9.42,12.65,-7.16,5.49,10.12,Yes,1
VH100622,CNG,66.0,809.39,12.26,13.45,-0.33,13.12,10.76,No,0
VH109978,Diesel,56.24,512.39,9.11,12.28,-6.02,6.26,9.82,Yes,1
VH106464,Diesel,54.42,275.58,5.06,2.53,-1.8,0.73,2.02,Yes,1
VH107013,Petrol,68.11,56.74,0.83,-0.63,0.09,-0.54,-0.5,Yes,1
VH108279,Petrol,68.61,549.78,8.01,9.94,-3.43,6.51,7.95,Yes,1
VH104954,CNG,14.96,145.46,9.72,8.09,-0.62,7.47,6.47,No,0
VH102280,Diesel,46.48,392.06,8.44,10.16,-6.41,3.75,8.13,Yes,1
VH107941,Diesel,54.53,593.88,10.89,11.68,3.5,15.18,9.34,No,0
VH101124,Diesel,64.58,516.58,8.0,10.78,-1.71,9.07,8.62,No,0
VH100732,Petrol,53.15,924.24,17.39,19.33,-5.93,13.4,15.46,Yes,1
VH106264,CNG,58.69,406.39,6.92,10.56,0.01,10.57,8.45,No,0
VH102534,Diesel,67.55,932.09,13.8,14.52,-3.02,11.5,11.62,Yes,1
VH100542,CNG,69.7,67.56,0.97,-0.02,1.03,1.01,-0.02,No,0
VH108214,Petrol,4.51,509.7,113.02,110.58,2.49,113.07,88.46,No,0
VH103973,CNG,8.21,710.18,86.5,83.35,-3.16,80.19,66.68,No,0
VH103243,Diesel,34.12,114.97,3.37,3.08,3.88,6.96,2.46,No,0
VH100945,CNG,28.64,555.32,19.39,22.74,-4.64,18.1,18.19,Yes,1
VH105842,Petrol,69.75,310.86,4.46,5.07,1.04,6.11,4.06,No,0
VH106783,Diesel,58.79,946.46,16.1,14.3,-5.27,9.03,11.44,Yes,1
VH106215,CNG,21.4,128.66,6.01,4.8,0.05,4.85,3.84,No,0
VH102114,Petrol,42.34,657.95,15.54,17.18,-2.33,14.85,13.74,No,0
VH102629,CNG,60.55,876.52,14.48,17.06,-2.13,14.93,13.65,No,0
VH103353,CNG,44.78,928.01,20.72,21.96,-6.59,15.37,17.57,Yes,1
VH107015,CNG,50.69,574.13,11.33,7.1,1.68,8.78,5.68,No,0
VH108094,Petrol,72.73,239.83,3.3,4.38,-4.54,-0.16,3.5,Yes,1
VH108427,CNG,62.4,536.61,8.6,5.39,5.53,10.92,4.31,No,0
VH101240,Petrol,73.74,511.0,6.93,1.0,-0.25,0.75,0.8,Yes,1
VH100886,Petrol,46.14,693.85,15.04,18.11,-1.82,16.29,14.49,No,0
VH101501,Diesel,8.24,719.68,87.34,89.67,-1.5,88.17,71.74,No,0
VH100636,Petrol,47.85,574.08,12.0,14.87,-4.17,10.7,11.9,Yes,1
VH100038,Petrol,58.76,871.47,14.83,14.09,2.16,16.25,11.27,No,0
VH101512,Petrol,67.95,632.7,9.31,7.91,1.48,9.39,6.33,No,0
VH100367,Diesel,30.94,462.24,14.94,10.68,9.34,20.02,8.54,No,0
VH100796,Petrol,12.59,378.69,30.08,30.26,0.92,31.18,24.21,No,0
VH104104,Petrol,12.56,470.42,37.45,38.55,-2.29,36.26,30.84,No,0
VH106594,Petrol,70.08,662.15,9.45,9.89,-2.27,7.62,7.91,Yes,1
VH109097,Petrol,78.02,929.8,11.92,8.98,-4.28,4.7,7.18,Yes,1
VH105790,Petrol,63.36,71.91,1.13,0.51,4.62,5.13,0.41,No,0
VH109177,Petrol,47.74,859.97,18.01,19.71,-4.49,15.22,15.77,Yes,1
VH106688,Diesel,27.65,658.56,23.82,20.8,2.78,23.58,16.64,No,0
VH109213,Diesel,70.12,264.56,3.77,1.56,2.5,4.06,1.25,No,0
VH106822,Petrol,36.04,366.53,10.17,12.25,-8.14,4.11,9.8,Yes,1
VH100946,Petrol,28.4,252.77,8.9,7.06,4.56,11.62,5.65,No,0
VH106656,Petrol,76.12,499.66,6.56,6.95,-2.28,4.67,5.56,Yes,1
VH105328,Petrol,40.33,603.64,14.97,14.87,4.22,19.09,11.9,No,0
VH107983,Diesel,73.83,116.46,1.58,0.81,-1.65,-0.84,0.65,Yes,1
VH103454,CNG,75.71,873.71,11.54,11.65,-2.11,9.54,9.32,No,0
VH103239,CNG,13.91,328.61,23.62,23.75,1.27,25.02,19.0,No,0
VH101091,CNG,62.52,603.41,9.65,10.78,-0.61,10.17,8.62,No,0
VH100804,Diesel,31.51,446.26,14.16,16.44,-11.02,5.42,13.15,Yes,1
VH102491,Petrol,32.99,27.8,0.84,1.48,-2.12,-0.64,1.18,Yes,1
VH106247,Diesel,29.39,197.26,6.71,7.25,-4.67,2.58,5.8,Yes,1
VH105026,Petrol,73.15,166.11,2.27,1.96,-1.07,0.89,1.57,Yes,1
VH104890,Diesel,57.93,171.99,2.97,6.82,-7.79,-0.97,5.46,Yes,1
VH100958,Diesel,62.04,547.02,8.82,11.71,-4.63,7.08,9.37,Yes,1
VH100186,Diesel,54.78,435.22,7.94,7.54,-1.11,6.43,6.03,No,0
VH105148,Petrol,68.92,503.84,7.31,7.42,1.24,8.66,5.94,No,0
VH102889,CNG,33.21,773.53,23.29,26.08,-4.01,22.07,20.86,No,0
VH100160,CNG,50.1,452.69,9.04,2.37,6.36,8.73,1.9,No,0
VH103715,Diesel,67.93,719.02,10.58,10.63,-2.28,8.35,8.5,Yes,1
VH105382,Diesel,21.83,309.22,14.16,12.77,1.36,14.13,10.22,No,0
VH101536,Petrol,54.21,641.04,11.83,9.47,1.0,10.47,7.58,No,0
VH109002,Petrol,52.85,74.59,1.41,-1.04,-1.18,-2.22,-0.83,Yes,1
VH101039,CNG,69.59,402.75,5.79,6.07,-2.98,3.09,4.86,Yes,1
VH103286,Diesel,36.42,65.84,1.81,4.29,2.39,6.68,3.43,No,0
VH101039,CNG,69.59,402.75,5.79,6.07,-2.98,3.09,4.86,Yes,1
VH100003,CNG,28.52,101.64,3.56,3.57,1.58,5.15,2.86,No,0
VH108512,Petrol,60.31,508.93,8.44,10.54,-5.82,4.72,8.43,Yes,1
VH108528,CNG,44.72,339.92,7.6,6.95,-2.1,4.85,5.56,Yes,1
VH106039,Petrol,62.47,256.54,4.11,6.67,-2.14,4.53,5.34,Yes,1
VH106576,CNG,52.48,480.99,9.17,10.98,-6.86,4.12,8.78,Yes,1
VH104623,CNG,59.85,813.26,13.59,14.14,-0.86,13.28,11.31,No,0
VH100959,CNG,65.25,78.35,1.2,4.33,-9.09,-4.76,3.46,Yes,1
VH107304,Diesel,73.01,393.76,5.39,5.62,-2.97,2.65,4.5,Yes,1
VH105282,Petrol,74.19,647.1,8.72,8.01,1.87,9.88,6.41,No,0
VH105230,CNG,41.98,743.28,17.71,19.23,-5.52,13.71,15.38,Yes,1
VH105162,Petrol,39.0,681.25,17.47,18.5,-4.0,14.5,14.8,Yes,1
VH106420,Petrol,56.92,794.75,13.96,15.42,-2.93,12.49,12.34,No,0
VH100379,Petrol,20.59,216.5,10.51,11.87,-1.89,9.98,9.5,No,0
VH101316,Diesel,58.44,441.11,7.55,6.93,-0.47,6.46,5.54,No,0
VH105965,Petrol,14.94,350.06,23.43,27.61,-2.66,24.95,22.09,No,0
VH106703,Diesel,28.96,375.94,12.98,14.1,-4.52,9.58,11.28,Yes,1
VH103431,Diesel,47.84,755.48,15.79,11.27,1.94,13.21,9.02,No,0
VH100797,CNG,78.24,882.74,11.28,11.69,-4.76,6.93,9.35,Yes,1
VH109275,CNG,17.9,754.92,42.17,40.36,-3.34,37.02,32.29,No,0
VH100059,Petrol,29.07,449.61,15.47,15.03,-4.75,10.28,12.02,Yes,1
VH106154,Diesel,66.9,239.3,3.58,6.6,-10.37,-3.77,5.28,Yes,1
VH105522,Petrol,70.14,149.81,2.14,4.95,-2.36,2.59,3.96,Yes,1
VH103498,Diesel,15.27,147.36,9.65,12.14,-7.78,4.36,9.71,Yes,1
VH107255,Diesel,48.47,67.05,1.38,1.89,-3.19,-1.3,1.51,Yes,1
VH107122,Petrol,48.41,955.15,19.73,18.64,-1.82,16.82,14.91,No,0
VH106459,Diesel,69.81,751.72,10.77,9.01,0.38,9.39,7.21,No,0
VH105590,CNG,62.59,544.74,8.7,9.54,-6.84,2.7,7.63,Yes,1
VH101016,Diesel,12.33,987.57,80.09,78.48,-0.42,78.06,62.78,No,0
VH109259,CNG,8.39,124.8,14.87,11.78,-4.07,7.71,9.42,Yes,1
VH102403,Petrol,33.55,768.15,22.9,26.14,-5.63,20.51,20.91,Yes,1
VH100199,CNG,24.06,552.09,22.95,18.54,10.57,29.11,14.83,No,0
VH104251,Diesel,51.42,419.05,8.15,7.25,-4.29,2.96,5.8,Yes,1
VH106803,CNG,79.47,889.07,11.19,15.59,-8.5,7.09,12.47,Yes,1
VH107337,CNG,41.04,175.21,4.27,4.16,-5.85,-1.69,3.33,Yes,1
VH104107,Diesel,65.28,48.33,0.74,0.73,-3.19,-2.46,0.58,Yes,1
VH100261,Diesel,66.46,835.62,12.57,11.41,-4.36,7.05,9.13,Yes,1
VH103497,CNG,45.34,133.52,2.94,8.94,-10.61,-1.67,7.15,Yes,1
VH102966,Petrol,23.44,845.58,36.07,36.62,7.72,44.34,29.3,No,0
VH103154,CNG,64.02,332.55,5.19,3.97,3.0,6.97,3.18,No,0
VH105490,Diesel,21.23,973.41,45.85,44.0,0.41,44.41,35.2,No,0
VH100906,Diesel,36.86,935.28,25.37,24.92,0.5,25.42,19.94,No,0
VH102607,Petrol,50.73,485.64,9.57,11.51,-7.14,4.37,9.21,Yes,1
VH104998,Diesel,33.0,454.45,13.77,12.99,6.25,19.24,10.39,No,0
VH107656,Diesel,59.41,224.98,3.79,-1.2,3.25,2.05,-0.96,No,0
VH109672,Diesel,10.47,520.77,49.74,51.15,-1.19,49.96,40.92,No,0
VH102605,CNG,54.28,403.77,7.44,8.03,-8.28,-0.25,6.42,Yes,1
VH102002,Diesel,66.84,891.29,13.33,14.83,-4.67,10.16,11.86,Yes,1
VH101617,Petrol,30.96,337.46,10.9,8.95,5.13,14.08,7.16,No,0
VH109090,Petrol,76.61,216.01,2.82,5.25,-3.49,1.76,4.2,Yes,1
VH106207,CNG,19.81,727.33,36.72,41.46,-0.65,40.81,33.17,No,0
VH101767,Petrol,20.12,255.87,12.72,12.28,2.69,14.97,9.82,No,0
VH108146,Diesel,75.66,237.34,3.14,4.42,-1.72,2.7,3.54,Yes,1
VH100133,Petrol,3.25,48.41,14.9,16.41,-7.03,9.38,13.13,Yes,1
VH105775,CNG,2.45,993.11,405.35,406.42,-1.76,404.66,325.14,No,0
VH106281,Petrol,21.13,717.49,33.96,34.37,-4.15,30.22,27.5,No,0
VH109866,Diesel,54.71,578.13,10.57,7.99,2.45,10.44,6.39,No,0
VH106248,CNG,30.17,201.44,6.68,6.33,-3.8,2.53,5.06,Yes,1
VH109447,Diesel,40.74,164.14,4.03,1.04,-1.14,-0.1,0.83,Yes,1
VH108876,CNG,42.25,354.03,8.38,9.61,-0.12,9.49,7.69,No,0
VH102707,Diesel,61.44,35.19,0.57,-3.66,2.6,-1.06,-2.93,No,0
VH106164,CNG,27.67,630.0,22.77,22.42,0.43,22.85,17.94,No,0
VH106573,Petrol,24.36,72.43,2.97,1.7,-2.64,-0.94,1.36,Yes,1
VH105938,Petrol,4.01,93.81,23.39,26.08,-6.89,19.19,20.86,Yes,1
VH100763,Diesel,15.63,82.72,5.29,8.35,-6.3,2.05,6.68,Yes,1
VH102544,Diesel,15.01,466.6,31.09,31.29,-7.39,23.9,25.03,Yes,1
VH101338,Diesel,37.94,552.15,14.55,14.85,5.17,20.02,11.88,No,0
VH101374,CNG,18.33,106.52,5.81,9.39,-3.83,5.56,7.51,Yes,1
VH105175,Diesel,7.06,148.42,21.02,21.04,2.18,23.22,16.83,No,0
VH103330,Petrol,60.06,783.52,13.05,15.8,-0.46,15.34,12.64,No,0
VH106147,CNG,29.05,778.42,26.8,25.62,1.97,27.59,20.5,No,0
VH101563,Diesel,47.0,519.53,11.05,10.49,2.64,13.13,8.39,No,0
VH102491,Petrol,32.99,27.8,0.84,1.48,-2.12,-0.64,1.18,Yes,1
VH109618,Petrol,62.66,351.09,5.6,7.5,1.28,8.78,6.0,No,0
VH102835,CNG,37.54,249.19,6.64,5.63,8.2,13.83,4.5,No,0
VH107140,CNG,48.91,518.67,10.6,10.11,-0.82,9.29,8.09,No,0
VH100820,CNG,67.75,87.16,1.29,3.18,-4.09,-0.91,2.54,Yes,1
VH107026,Petrol,60.43,529.85,8.77,9.28,1.56,10.84,7.42,No,0
VH101657,CNG,27.0,25.81,0.96,-1.63,5.79,4.16,-1.3,No,0
VH104915,Diesel,75.2,845.62,11.24,11.36,0.59,11.95,9.09,No,0
VH106444,Petrol,39.77,506.45,12.73,13.31,0.07,13.38,10.65,No,0
VH109675,Petrol,4.86,438.93,90.31,88.64,3.15,91.79,70.91,No,0
VH105244,Petrol,22.8,613.47,26.91,29.62,-1.45,28.17,23.7,No,0
VH105355,Petrol,7.64,859.56,112.51,116.09,-8.06,108.03,92.87,No,0
VH103061,Diesel,22.06,894.19,40.53,42.04,1.77,43.81,33.63,No,0
VH102385,Diesel,27.38,776.47,28.36,29.65,-6.34,23.31,23.72,Yes,1
VH101856,Petrol,50.98,693.79,13.61,14.93,-1.83,13.1,11.94,No,0
VH104829,CNG,53.58,684.96,12.78,9.43,1.03,10.46,7.54,No,0
VH105475,CNG,35.96,810.5,22.54,23.08,-6.31,16.77,18.46,Yes,1
VH105709,CNG,11.06,902.51,81.6,80.53,2.57,83.1,64.42,No,0
VH100069,Diesel,2.94,946.26,321.86,323.5,-2.98,320.52,258.8,No,0
VH107629,Petrol,59.58,79.81,1.34,-0.29,-0.85,-1.14,-0.23,Yes,1
VH104078,Diesel,58.36,117.27,2.01,1.6,-1.32,0.28,1.28,Yes,1
VH107614,CNG,72.93,514.93,7.06,8.99,-2.3,6.69,7.19,Yes,1
VH105731,Petrol,68.48,514.93,7.52,5.38,3.82,9.2,4.3,No,0
VH108099,CNG,38.01,470.78,12.39,13.32,-4.87,8.45,10.66,Yes,1
VH109473,Petrol,69.26,191.66,2.77,5.37,-4.66,0.71,4.3,Yes,1
VH103756,CNG,19.98,239.2,11.97,12.62,-3.44,9.18,10.1,Yes,1
VH104331,CNG,61.73,862.34,13.97,15.22,-8.6,6.62,12.18,Yes,1
VH108931,Petrol,71.75,306.45,4.27,6.83,-7.79,-0.96,5.46,Yes,1
VH104102,Petrol,27.3,605.12,22.17,21.37,3.11,24.48,17.1,No,0
VH108650,Diesel,37.06,896.22,24.18,25.59,0.28,25.87,20.47,No,0
VH109158,CNG,69.14,936.49,13.54,13.2,2.61,15.81,10.56,No,0
VH105454,Petrol,65.52,632.52,9.65,11.56,-5.75,5.81,9.25,Yes,1
VH108267,CNG,59.61,212.48,3.56,5.04,2.76,7.8,4.03,No,0
VH102833,Petrol,70.37,482.21,6.85,11.54,-4.13,7.41,9.23,Yes,1
VH101163,Diesel,31.04,400.42,12.9,11.6,1.63,13.23,9.28,No,0
VH108235,Diesel,74.73,334.08,4.47,1.11,7.16,8.27,0.89,No,0
VH103020,Diesel,40.83,486.46,11.91,13.33,-3.19,10.14,10.66,Yes,1
VH103969,Diesel,7.21,491.93,68.23,67.75,2.67,70.42,54.2,No,0
VH106897,Diesel,71.87,60.65,0.84,1.29,-1.99,-0.7,1.03,Yes,1
VH107815,Diesel,9.89,660.39,66.77,65.18,0.96,66.14,52.14,No,0
VH107570,Petrol,77.45,250.74,3.24,1.16,-1.68,-0.52,0.93,Yes,1
VH104676,CNG,75.95,701.98,9.24,5.89,4.65,10.54,4.71,No,0
VH108687,CNG,78.74,485.61,6.17,5.72,-3.29,2.43,4.58,Yes,1
VH102339,Petrol,43.62,33.71,0.77,3.97,-1.1,2.87,3.18,Yes,1
VH104213,Petrol,33.38,264.53,7.92,7.86,-5.25,2.61,6.29,Yes,1
VH101753,CNG,8.74,483.89,55.36,56.6,-4.95,51.65,45.28,No,0
VH100305,Petrol,43.77,94.57,2.16,2.92,-2.26,0.66,2.34,Yes,1
VH102113,Petrol,16.92,904.07,53.43,51.15,-4.06,47.09,40.92,No,0
VH104733,Diesel,63.07,448.28,7.11,7.13,-3.75,3.38,5.7,Yes,1
VH101312,Petrol,54.32,55.46,1.02,1.77,-0.72,1.05,1.42,Yes,1
VH100498,Petrol,46.41,76.9,1.66,0.88,1.29,2.17,0.7,No,0
VH108723,Petrol,19.15,890.35,46.49,49.7,-3.17,46.53,39.76,No,0
VH100584,Diesel,37.83,128.53,3.4,5.45,-1.68,3.77,4.36,Yes,1
VH104023,Diesel,25.83,935.77,36.23,36.52,-2.82,33.7,29.22,No,0
VH100992,Diesel,37.85,965.53,25.51,27.02,-1.32,25.7,21.62,No,0
VH102414,Diesel,39.85,95.04,2.38,3.34,3.8,7.14,2.67,No,0
VH105162,Petrol,39.0,681.25,17.47,18.5,-4.0,14.5,14.8,Yes,1
